,,,,,,,,,,,,,,,,,0,0,0,1,2,3,3,6,6,8,8,8,8,8,8,8,
,,,,,,,,,,,,,,,,,RECEIVER,RECEIVER,RECEIVER,TEMPERATURE SENSOR,RPM SENSOR,ALTITUDE SENSOR,ALTITUDE SENSOR,VOLTAGE SENSOR,VOLTAGE SENSOR,GPS,GPS,GPS,GPS,GPS,GPS,GPS,
TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,BATTERY,EXTERNAL BATTERY,STATUS,TEMPERATURE,ROTATION,ALTITUDE,VARIOMETER,BATTERY,EXT. BATT.,DISTANCE,SPEED,ALTITUDE,VARIOMETER,LATITUDE,LONGITUDE,TIME(UTC),
132800,14,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  143, 46,  105,-109,N 33:26.5736,W111:35.4092,19:23:12,
132850,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  143, 46,  105,-109,N 33:26.5736,W111:35.4092,19:23:12,
132900,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  143, 46,  105,-109,N 33:26.5736,W111:35.4092,19:23:12,
132960,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  143, 46,  105,-109,N 33:26.5736,W111:35.4092,19:23:12,
133020,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  125, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133080,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133130,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133190,2,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133250,-4,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133310,-5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133370,-4,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133430,-1,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  4.9,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133490,1,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133550,-2,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133610,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133670,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133730,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133780,5,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133840,4,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133900,4,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  107, 86,   85,-109,N 33:26.5830,W111:35.3919,19:23:13,
133960,3,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   92, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134020,1,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134080,-2,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134150,-1,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134200,5,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134270,6,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134330,6,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134390,8,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134470,13,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134530,10,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134600,13,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134660,15,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134720,17,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134780,13,-14,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134840,7,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134910,6,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   75, 98,   68, -73,N 33:26.5935,W111:35.3667,19:23:14,
134970,6,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   87, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135040,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135100,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135160,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135220,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135290,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135360,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135420,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135490,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135550,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135620,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135670,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135730,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135780,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135830,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135890,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   94, 86,   75, +18,N 33:26.6017,W111:35.3382,19:23:15,
135940,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  117, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136000,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136060,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136120,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136170,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136230,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136300,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136350,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136410,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136470,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136530,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136590,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136650,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136720,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136780,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136840,-1,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136900,-6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  156, 65,  121,+237,N 33:26.6111,W111:35.3183,19:23:16,
136960,-12,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  180, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137020,-15,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137080,-16,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137140,-16,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137200,-15,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137260,-8,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137320,-5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137390,0,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137450,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137510,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137570,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137640,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137700,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137750,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137820,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137880,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  235, 67,  183,+347,N 33:26.6190,W111:35.2979,19:23:17,
137940,4,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  253, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138000,-3,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138070,-10,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138130,-15,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138200,-17,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138270,-17,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138330,-7,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138400,-1,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138460,4,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138530,5,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138590,4,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138650,0,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138700,0,-14,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138750,2,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138810,2,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138860,5,-14,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  312, 60,  249,+365,N 33:26.6276,W111:35.2812,19:23:18,
138930,6,-14,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  329, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
138990,6,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139050,6,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139110,6,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139170,6,-14,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139230,6,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139290,8,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139350,11,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139400,15,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139460,18,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139520,18,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139580,19,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139640,19,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139690,21,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139750,22,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139810,22,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139870,21,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
139930,19,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140000,16,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140050,16,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140120,20,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140180,21,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140240,21,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140310,19,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140360,18,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140430,18,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140490,20,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140550,19,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140610,12,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140670,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140730,4,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140790,4,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
140860,6,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  383, 64,  308,+329,N 33:26.6392,W111:35.2692,19:23:19,
