,,,,,,,,,,,,,,,,,0,0,0,1,2,3,3,6,6,8,8,8,8,8,8,8,
,,,,,,,,,,,,,,,,,RECEIVER,RECEIVER,RECEIVER,TEMPERATURE SENSOR,RPM SENSOR,ALTITUDE SENSOR,ALTITUDE SENSOR,VOLTAGE SENSOR,VOLTAGE SENSOR,GPS,GPS,GPS,GPS,GPS,GPS,GPS,
TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,BATTERY,EXTERNAL BATTERY,STATUS,TEMPERATURE,ROTATION,ALTITUDE,VARIOMETER,BATTERY,EXT. BATT.,DISTANCE,SPEED,ALTITUDE,VARIOMETER,LATITUDE,LONGITUDE,TIME(UTC),
140920,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  405, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
140990,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141050,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141120,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141190,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141260,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141330,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141390,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141460,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141520,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141590,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141650,5,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141700,5,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141760,5,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141810,5,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141870,4,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 67,  357, +54,N 33:26.6722,W111:35.2699,19:23:21,
141920,2,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  451, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
141980,2,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142040,3,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142100,0,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142160,-4,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142210,-4,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142270,-2,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142330,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142390,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142440,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142500,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142560,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142610,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142680,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142730,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142790,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142850,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  426, 80,  331,-146,N 33:26.6836,W111:35.2866,19:23:22,
142910,10,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  419, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
142970,24,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143030,31,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143100,36,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143160,37,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143220,40,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143280,40,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143340,40,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143420,40,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143480,38,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143540,35,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143600,28,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143660,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143720,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143790,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143850,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  386, 88,  295,-201,N 33:26.6864,W111:35.3086,19:23:23,
143910,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  374, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
143970,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144040,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144110,6,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144170,6,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144230,6,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144290,6,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144360,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144420,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144490,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144550,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144610,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144680,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144730,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144790,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144840,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  331, 92,  249,-256,N 33:26.6812,W111:35.3324,19:23:24,
144900,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  318,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
144950,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145010,7,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145070,15,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145120,20,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145180,22,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145240,21,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145300,20,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,2,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145360,18,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145420,7,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145470,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145520,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145590,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145660,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145720,-1,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145780,-10,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  276,103,  203,-274,N 33:26.6733,W111:35.3573,19:23:25,
145840,-15,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  270,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
145900,-15,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
145960,-13,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146020,0,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146080,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146140,5,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146200,5,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146270,5,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146320,5,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146390,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146450,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146500,5,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146570,5,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146630,-1,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146690,-4,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146750,2,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146820,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243,103,  173,-182,N 33:26.6650,W111:35.3844,19:23:26,
146880,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  247,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
146940,5,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147010,5,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147070,5,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147140,5,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147200,5,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147270,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147330,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147400,-3,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147460,-11,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147510,-18,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147580,-22,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147640,-25,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147710,-27,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147760,-27,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  232,102,  157, -91,N 33:26.6573,W111:35.4117,19:23:27,
147820,-28,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  243, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
147880,-24,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
147950,-18,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148010,-7,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148060,-2,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148120,5,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148180,5,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148230,6,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148290,6,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148350,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148410,6,-23,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148460,6,-24,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148520,6,-25,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148580,6,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148640,6,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148690,6,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148760,6,-27,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  241, 97,  154,   0,N 33:26.6491,W111:35.4378,19:23:28,
148810,6,-28,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  251, 94,  164, +54,N 33:26.6399,W111:35.4561,19:23:29,
148880,6,-25,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  259, 94,  164, +54,N 33:26.6399,W111:35.4561,19:23:29,
148940,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  259, 94,  164, +54,N 33:26.6399,W111:35.4561,19:23:29,
149000,6,-26,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  259, 94,  164, +54,N 33:26.6399,W111:35.4561,19:23:29,
149060,6,-34,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  259, 94,  164, +54,N 33:26.6399,W111:35.4561,19:23:29,
